"","typingDuration","game_id","video_id","hour","dayOfWeek","match"
"31893",2000,12643,2831,21,3,9.1643747404772
"31894",1000,12643,2831,21,3,4.45669271066739
"31895",1000,12643,2831,21,3,3.67532394136361
"31896",1000,12645,7012,21,3,2.3011942119122
"31897",1000,12650,7049,21,3,0.00050045149649991
"31898",2000,12650,7049,21,3,0.11081435412612
"31899",2000,12653,2727,21,3,0
"31900",2000,12653,2727,21,3,1.81687135328923
"31901",4000,12654,3457,22,3,0
"31902",2000,12654,3457,22,3,0
"31903",3000,12657,3432,22,3,4.10330127151489
"31904",3000,12657,3432,22,3,2.90210024255177
"31905",1000,12657,3432,22,3,1.02076648060835
"31906",1000,12657,3432,22,3,3.11780381638682
"31907",1000,12657,3432,22,3,1.37450769877034e-07
"31908",3000,12657,3432,22,3,0
"31909",1000,12658,3438,22,3,2.05732009206372e-09
"31910",2000,12658,3438,22,3,0.0741354739386901
"31911",2000,12658,3438,22,3,0.81873075307798
"31912",2000,12658,3438,22,3,0
"31913",2000,12658,3438,22,3,0.67854979308466
"31914",2000,12658,3438,22,3,0
"31915",2000,12658,3438,22,3,0
"31916",3000,12658,3438,22,3,0.14854715642867
"31917",2000,12660,2901,0,4,4.12908370149984
"31918",1000,12660,2901,0,4,0.25203149097196
"31919",2000,12660,2901,0,4,0.47424936656182
"31920",1000,12660,2901,0,4,4.4059052758131
"31921",2000,12660,2901,0,4,2.4910802711528
"31922",2000,12660,2901,0,4,0.00563035609807994
"31923",3000,12660,2901,0,4,0.20624519799362
"31924",1000,12660,2901,0,4,0.0378898509029399
"31925",1000,12660,2901,0,4,0.75052317602943
"31926",0,12680,3310,10,4,9.7128820758451
"31927",1000,12680,3310,10,4,6.20535629516654
"31928",2000,12680,3310,10,4,8.3395901143654
"31929",1000,12680,3310,10,4,0
"31930",1000,12680,3310,10,4,6.48080047429155
"31931",0,12680,3310,10,4,1.78916979823756
"31932",0,12680,3310,10,4,1.5847442701089
"31933",0,12680,3310,10,4,1.81873075309734
"31934",0,12680,3310,10,4,2.53611952122721
"31935",1000,12680,3310,10,4,1.13118003852719e-09
"31936",1000,12680,3310,10,4,5.24644003113496
"31937",0,12680,3310,10,4,7.00500455247075
"31938",1000,12680,3310,10,4,0
"31939",1000,12680,3310,10,4,7.43429385746858
"31940",1000,12680,3310,10,4,6.14421235001217e-06
"31941",1000,12680,3310,10,4,5.05549190727413
"31942",0,12680,3310,10,4,6.14421235001217e-06
"31943",0,12680,3310,10,4,2.85354849270699
"31944",1000,12681,11898,10,4,4.19464951767485
"31945",0,12681,11898,10,4,1.78166923708197
"31946",0,12681,11898,10,4,2.46056505706146
"31947",0,12681,11898,10,4,4.79987332704032
"31948",1000,12681,11898,10,4,3.36754238917201
"31949",0,12681,11898,10,4,0
"31950",2000,12681,11898,10,4,5.33985558707187
"31951",1000,12681,11898,10,4,3.15937130375801
"31952",0,12681,11898,10,4,0.20135243070856
"31953",1000,12681,11898,10,4,6.78253439628335
"31954",1000,12681,11898,10,4,4.54040800861309
"31955",0,12681,11898,10,4,3.36428929028885
"31956",1000,12681,11898,10,4,2.63746150615596
